"congress","chamber","num_results","offset","members__id","members__title","members__short_title","members__api_uri","members__first_name","members__middle_name","members__last_name","members__suffix","members__date_of_birth","members__gender","members__party","members__leadership_role","members__twitter_account","members__facebook_account","members__youtube_account","members__govtrack_id","members__cspan_id","members__votesmart_id","members__icpsr_id","members__crp_id","members__google_entity_id","members__fec_candidate_id","members__url","members__rss_url","members__contact_form","members__in_office","members__cook_pvi","members__dw_nominate","members__ideal_point","members__seniority","members__next_election","members__total_votes","members__missed_votes","members__total_present","members__last_updated","members__ocd_id","members__office","members__phone","members__fax","members__state","members__district","members__at_large","members__geoid","members__missed_votes_pct","members__votes_with_party_pct","members__votes_against_party_pct"
"","","","","C001072","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001072.json","André","null","Carson","null","1974-10-16","M","D","null","RepAndreCarson","CongressmanAndreCarson","repandrecarson","412258","1027364","84917","20757","N00029513","/m/03qcvz1","H8IN07184","https://carson.house.gov","https://carson.house.gov/rss.xml","null","True","D+11","-0.431","null","14","2020","928","7","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:in/cd:7","2135 Rayburn House Office Building","202-225-4011","null","IN","7","False","1807","0.75","98.59","1.31"
"","","","","C001051","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001051.json","John","null","Carter","null","1941-11-06","M","R","null","JudgeCarter","judgecarter","repjohncarter","400068","1004257","49296","20356","N00025095","/m/03whyr","H2TX31044","https://carter.house.gov","null","null","True","R+10","0.471","null","18","2020","928","86","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:tx/cd:31","2110 Rayburn House Office Building","202-225-3864","null","TX","31","False","4831","9.27","92.93","6.95"
"","","","","C001103","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001103.json","Buddy","null","Carter","null","1957-09-06","M","R","null","RepBuddyCarter","congressmanbuddycarter","null","412622","76158","32085","21513","N00035346","/m/0w32xj9","H4GA01039","https://buddycarter.house.gov","null","null","True","R+9","0.585","null","6","2020","928","6","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:ga/cd:1","2432 Rayburn House Office Building","202-225-5831","null","GA","1","False","1301","0.65","94.75","5.14"
"","","","","C001090","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001090.json","Matt","null","Cartwright","null","1961-05-01","M","D","null","RepCartwright","CongressmanMattCartwright","null","412571","79865","136236","21358","N00034128","/m/0j_6b9d","H2PA17079","https://cartwright.house.gov","https://cartwright.house.gov/rss.xml","null","True","R+1","-0.366","null","8","2020","928","38","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:pa/cd:8","1034 Longworth House Office Building","202-225-5546","null","PA","8","False","4208","4.09","99.10","0.79"
"","","","","C001055","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001055.json","Ed","null","Case","null","1952-09-27","M","D","null","RepEdCase","null","null","400069","null","null","20322","N00025882","null","H2HI02128","https://case.house.gov","null","null","True","D+17","-0.201","null","2","2020","928","5","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:hi/cd:1","2443 Rayburn House Office Building","202-225-2726","null","HI","1","False","1501","0.54","98.05","1.85"
"","","","","C001117","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001117.json","Sean","null","Casten","null","1971-11-23","M","D","null","RepCasten","RepSeanCasten","null","412775","null","null","null","N00041338","/g/11hc_0775g","H8IL06139","https://casten.house.gov","null","null","True","R+2","null","null","2","2020","928","2","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:il/cd:6","429 Cannon House Office Building","202-225-4561","null","IL","6","False","1706","0.22","98.59","1.30"
"","","","","C001066","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001066.json","Kathy","null","Castor","null","1966-08-20","F","D","null","USRepKCastor","USRepKathyCastor","RepKathyCastor","412195","1022874","53825","20708","N00027514","/m/0dq1v6","H6FL11126","https://castor.house.gov","https://castor.house.gov/news/rss.aspx","null","True","D+7","-0.438","null","14","2020","928","5","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:fl/cd:14","2052 Rayburn House Office Building","202-225-3376","null","FL","14","False","1214","0.54","99.35","0.54"
"","","","","C001091","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001091.json","Joaquín","null","Castro","null","1974-09-16","M","D","null","JoaquinCastrotx","326420614138023","JoaquinCastroTX","412576","63974","49227","21362","N00033316","/m/0bmclg","H2TX35011","https://castro.house.gov","null","null","True","D+10","-0.399","null","8","2020","928","34","1","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:tx/cd:20","2241 Rayburn House Office Building","202-225-3236","null","TX","20","False","4820","3.66","98.21","1.68"
"","","","","C000266","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000266.json","Steven","J.","Chabot","null","1953-01-22","M","R","null","RepSteveChabot","RepSteveChabot","congressmanchabot","400071","36705","21790","29550","N00003689","/m/0343vk","H8OH01043","https://chabot.house.gov","null","null","True","R+5","0.572","null","10","2020","928","0","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:oh/cd:1","2408 Rayburn House Office Building","202-225-2216","null","OH","1","False","3901","0.00","97.39","2.50"
"","","","","C001109","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001109.json","Liz","null","Cheney","null","1966-07-28","F","R","House Republican Conference Chair","RepLizCheney","replizcheney","null","412732","86147","171319","21710","N00035504","/m/04slt0","H6WY00159","https://cheney.house.gov","https://cheney.house.gov/category/press_release/feed/","null","True","R+25","0.517","null","4","2020","928","43","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:wy/cd:1","416 Cannon House Office Building","202-225-2311","null","WY","At-Large","True","5600","4.63","93.85","6.04"
"","","","","C001080","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001080.json","Judy","null","Chu","null","1953-07-07","F","D","null","RepJudyChu","RepJudyChu","RepJudyChu","412379","92573","16539","20955","N00030600","/m/0krsk2","H0CA32101","https://chu.house.gov","https://chu.house.gov/rss.xml","null","True","D+16","-0.487","null","14","2020","928","5","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ca/cd:27","2423 Rayburn House Office Building","202-225-5464","null","CA","27","False","0627","0.54","98.70","1.19"
"","","","","C001084","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001084.json","David","null","Cicilline","null","1961-07-15","M","D","null","RepCicilline","CongressmanDavidCicilline","RepDavidCicilline","412470","1033865","7349","21172","N00032019","/m/04t97v","H0RI01073","https://cicilline.house.gov","https://cicilline.house.gov/rss.xml","null","True","D+14","-0.391","null","10","2020","928","9","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ri/cd:1","2233 Rayburn House Office Building","202-225-4911","null","RI","1","False","4401","0.97","99.02","0.87"
"","","","","C001123","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001123.json","Gilbert","null","Cisneros","null","1971-02-12","M","D","","RepGilCisneros","null","null","412757","null","179370","null","N00041464","/g/11g0q_jx3m","H8CA39174","https://cisneros.house.gov","null","null","True","EVEN","null","null","2","2020","928","2","0","2020-11-29 21:00:27 -0500","ocd-division/country:us/state:ca/cd:39","431 Cannon House Office Building","202-225-4111","null","CA","39","False","0639","0.22","96.75","3.14"
"","","","","C001101","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001101.json","Katherine","null","Clark","null","1963-07-17","F","D","null","RepKClark","CongresswomanClark","null","412600","73178","35858","21375","N00035278","/m/0fpjc8b","H4MA05084","https://katherineclark.house.gov","null","null","True","D+18","-0.484","null","8","2020","928","14","0","2020-11-29 21:00:29 -0500","ocd-division/country:us/state:ma/cd:5","2448 Rayburn House Office Building","202-225-2836","null","MA","5","False","2505","1.51","98.90","0.99"
"","","","","C001067","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001067.json","Yvette","D.","Clarke","null","1964-11-21","F","D","null","RepYvetteClarke","repyvettedclarke","repyvetteclarke","412221","1022875","44741","20733","N00026961","/m/06h90t","H4NY11138","https://clarke.house.gov","https://clarke.house.gov/category/press-releases/feed/","null","True","D+34","-0.614","null","14","2020","928","6","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:ny/cd:9","2058 Rayburn House Office Building","202-225-6231","null","NY","9","False","3609","0.65","97.83","2.07"
"","","","","C001049","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001049.json","William","Lacy","Clay","null","1956-07-27","M","D","","null","109135405838588","WilliamLacyClay","400074","88332","8967","20147","N00012460","/m/024vjr","H0MO01066","https://lacyclay.house.gov","https://lacyclay.house.gov/rss.xml","null","True","D+29","-0.481","null","20","2020","928","40","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:mo/cd:1","2428 Rayburn House Office Building","202-225-2406","null","MO","1","False","2901","4.31","98.42","1.47"
"","","","","C001061","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001061.json","Emanuel","null","Cleaver","II","1944-10-26","M","D","null","RepCleaver","emanuelcleaverii","repcleaver","400639","10933","39507","20517","N00026790","/m/04cbbm","H4MO05234","https://cleaver.house.gov","https://cleaver.house.gov/rss.xml","null","True","D+7","-0.453","null","16","2020","928","44","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:mo/cd:5","2335 Rayburn House Office Building","202-225-4535","null","MO","5","False","2905","4.74","98.30","1.59"
"","","","","C001118","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001118.json","Ben","null","Cline","null","1972-02-29","M","R","null","RepBenCline","null","null","412832","null","50959","null","N00042296","/m/04yf6mk","H8VA06104","https://cline.house.gov","null","null","True","R+6","null","null","2","2020","928","1","0","2020-11-29 21:00:25 -0500","ocd-division/country:us/state:va/cd:6","1009 Longworth House Office Building","202-225-5431","null","VA","6","False","5106","0.11","90.53","9.36"
"","","","","C001115","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001115.json","Michael","null","Cloud","null","1975-05-13","M","R","null","RepCloudTX","null","null","412746","10322","177350","null","N00041882","/g/11f6y3n6vk","H8TX27049","https://cloud.house.gov","","null","True","R+13","null","null","4","2020","928","11","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:tx/cd:27","1314 Longworth House Office Building","202-225-7742","null","TX","27","False","4827","1.19","90.99","8.90"
"","","","","C000537","Representative","Rep.","https://api.propublica.org/congress/v1/members/C000537.json","James","E.","Clyburn","null","1940-07-21","M","D","House Majority Whip","WhipClyburn","jameseclyburn","repjamesclyburn","400075","21607","27066","39301","N00002408","/m/03c469","H2SC02042","https://clyburn.house.gov","https://clyburn.house.gov/rss.xml","null","True","D+19","-0.464","null","28","2020","928","99","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:sc/cd:6","200 Cannon House Office Building","202-225-3315","null","SC","6","False","4506","10.67","98.67","1.21"
"","","","","C001068","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001068.json","Steve","null","Cohen","null","1949-05-24","M","D","null","RepCohen","CongressmanSteveCohen","repcohen","412236","1022876","24340","20748","N00003225","/m/04l8cr","H6TN09068","https://cohen.house.gov","https://cohen.house.gov/rss.xml","null","True","D+28","-0.4","null","14","2020","928","17","0","2020-11-29 21:00:28 -0500","ocd-division/country:us/state:tn/cd:9","2104 Rayburn House Office Building","202-225-3265","null","TN","9","False","4709","1.83","98.57","1.32"
"","","","","C001053","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001053.json","Tom","null","Cole","null","1949-04-28","M","R","null","TomColeOK04","TomColeOK04","reptomcole","400077","1003609","46034","20344","N00025726","/m/03tqb0","H2OK04055","https://cole.house.gov","https://cole.house.gov/rss.xml","null","True","R+20","0.331","null","18","2020","928","3","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:ok/cd:4","2207 Rayburn House Office Building","202-225-6165","null","OK","4","False","4004","0.32","91.28","8.62"
"","","","","C001093","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001093.json","Doug","null","Collins","null","1966-08-16","M","R","null","RepDougCollins","RepresentativeDougCollins","repdougcollins","412531","79719","67851","21323","N00033518","/m/0lq9rkz","H2GA09150","https://dougcollins.house.gov","https://dougcollins.house.gov/rss.xml","null","True","R+31","0.611","null","8","2020","928","75","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:ga/cd:9","1504 Longworth House Office Building","202-225-9893","null","GA","9","False","1309","8.08","94.92","4.96"
"","","","","C001092","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001092.json","Chris","null","Collins","null","1950-05-20","M","R","","RepChrisCollins","RepChrisCollins","RepChrisCollins","412563","94144","139770","21345","N00001285","/m/03cv81x","H8NY29032","https://chriscollins.house.gov","https://chriscollins.house.gov/rss.xml","null","False","R+11","0.357","null","8","2020","555","24","0","2020-11-20 13:02:52 -0500","ocd-division/country:us/state:ny/cd:27","2243 Rayburn House Office Building","202-225-5265","null","NY","27","False","3627","4.32","89.58","10.23"
"","","","","C001108","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001108.json","James","null","Comer","null","1972-08-19","M","R","null","RepJamesComer","congressmancomer","null","412676","76619","35169","21565","N00038260","/m/0j65cf0","H6KY01110","https://comer.house.gov","","null","True","R+23","0.635","null","6","2020","928","7","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:ky/cd:1","1037 Longworth House Office Building","202-225-3115","null","KY","1","False","2101","0.75","92.00","7.89"
"","","","","C001062","Representative","Rep.","https://api.propublica.org/congress/v1/members/C001062.json","K.","Michael","Conaway","null","1948-06-11","M","R","","ConawayTX11","mike.conaway","mikeconaway11","400655","1004595","49935","20531","N00026041","/m/04cmt7","H4TX19136","https://conaway.house.gov","null","null","True","R+32","0.591","null","16","2020","928","7","0","2020-11-29 21:00:26 -0500","ocd-division/country:us/state:tx/cd:11","2469 Rayburn House Office Building","202-225-3605","null","TX","11","False","4811","0.75","95.07","4.82"
